,Unnamed: 0,Date_Published,Locality,Type_of_Property,Price
2355,2355,February,MOSTA Żokrija,house of character of character,480000
2356,2356,February,MOSTA,apartment,170000
2357,2357,February,MOSTA,villa,580000
2358,2358,February,MOSTA,character,265000
2359,2359,February,MOSTA,apartment,125000
2360,2360,February,MOSTA,apartment,104000
2361,2361,February,MOSTA,maisonette,270000
2362,2362,February,MOSTA,maisonettes,170000
2363,2363,February,MOSTA,character,265000
2364,2364,February,MOSTA,apartment,250000
2365,2365,February,MOSTA,maisonette,165000
2366,2366,February,MOSTA,townhouse,265000
2367,2367,February,MOSTA,penthouse,195000
2368,2368,February,MOSTA,apartment,175000
2369,2369,February,MOSTA,apartment,185000
2370,2370,February,MOSTA,apartment,170000
2371,2371,February,MOSTA,townhouse,275000
2372,2372,February,MOSTA,apartment,160000
2373,2373,February,MOSTA,apartment,295000
2374,2374,February,MRIEĦEL,apartment,120000
2375,2375,February,MSIDA,apartment,185000
2376,2376,February,MSIDA,apartment,130000
2377,2377,February,MSIDA,apartment,1100000
2378,2378,February,MSIDA,apartment,370000
2379,2379,February,MSIDA,apartment,179000
2380,2380,February,MSIDA,apartment,193000
2381,2381,February,MSIDA,apartment,127000
2382,2382,February,MSIDA,maisonette,174000
2383,2383,February,MSIDA,maisonette,200000
2384,2384,February,MSIDA,apartment,150000
2385,2385,February,MSIDA,apartment,170000
2386,2386,February,MSIDA,apartment,145000
2387,2387,February,MSIDA,penthouse,145000
2388,2388,February,MTARFA,apartment,220000
2389,2389,February,MTARFA,maisonette,325000
2390,2390,February,MTARFA,maisonette,210000
2391,2391,February,NAXXAR,character,450000
2392,2392,February,NAXXAR,maisonette,380000
2393,2393,February,NAXXAR,penthouse,450000
2394,2394,February,NAXXAR,apartment,186000
2395,2395,February,NAXXAR,maisonette,385000
2396,2396,February,NAXXAR,maisonette,245000
2397,2397,February,NAXXAR,townhouse,490000
2398,2398,February,NAXXAR,house of character of character,45000
2399,2399,February,NAXXAR,apartment,183000
2400,2400,February,NAXXAR,apartment,160000
2401,2401,February,PAOLA,maisonette,150000
2402,2402,February,PAOLA,apartment,63000
2403,2403,February,PAOLA,maisonette,165000
2404,2404,February,PAOLA,maisonette,130000
2405,2405,February,PAOLA,apartment,65000
2406,2406,February,PAOLA,townhouse,200000
2407,2407,February,PEMBROKE,house of character of character,550000
2408,2408,February,PEMBROKE,house of character of character,550000
2409,2409,February,PENDERGARDENS,apartment,495000
2410,2410,February,PENDERGARDENS,penthouse,840000
2411,2411,February,PIETÀ,apartment,293000
2412,2412,February,PIETÀ,apartment,150000
2413,2413,February,PIETÀ,apartment,180000
2414,2414,February,PORTOMASO,apartment,375000
2415,2415,February,QAWRA,penthouse,290000
2416,2416,February,QAWRA,penthouse,398000
2417,2417,February,QAWRA,apartment,151500
2418,2418,February,QAWRA,apartment,105000
2419,2419,February,QAWRA,apartment,144000
2420,2420,February,QAWRA,maisonette,159000
2421,2421,February,QAWRA,penthouse,395000
2422,2422,February,QAWRA,apartment,165000
2423,2423,February,QAWRA,apartment,140000
2424,2424,February,QAWRA,penthouse,190000
2425,2425,February,QAWRA,apartment,109500
2426,2426,February,QAWRA,house of character of character,390000
2427,2427,February,QAWRA,apartment,140000
2428,2428,February,QAWRA,apartment,175000
2429,2429,February,QAWRA,apartment,185000
2430,2430,February,QAWRA,apartment,150000
2431,2431,February,QORMI,maisonette,138000
2432,2432,February,QRENDI,character,560000
2433,2433,February,QRENDI,character,560000
2434,2434,February,QRENDI,apartment,106000
2435,2435,February,QRENDI,house of character of character,371000
2436,2436,February,RABAT,house of character of character,650000
2437,2437,February,RABAT,character,215000
2438,2438,February,SAFI,character,154000
2439,2439,February,SAN ĠWANN,apartment,149000
2440,2440,February,SAN ĠWANN,penthouse,168000
2441,2441,February,SAN PAWL,penthouse,350000
2442,2442,February,SAN PAWL,villa,750000
2443,2443,February,SENGLEA,townhouse,213000
2444,2444,February,SENGLEA,apartment,495000
2445,2445,February,SIĠĠIEWI,townhouse,665000
2446,2446,February,SIĠĠIEWI,character,395000
2447,2447,February,SIĠĠIEWI,maisonettes,140000
2448,2448,February,SIĠĠIEWI,apartment,150000
2449,2449,February,SIĠĠIEWI,house of character of character,358000
2450,2450,February,SIĠĠIEWI,townhouse,665000
2451,2451,February,SLIEMA,apartment,315000
2452,2452,February,SLIEMA,apartment,590000
2453,2453,February,SLIEMA,apartment,450000
2454,2454,February,SLIEMA,apartment,450000
2455,2455,February,SLIEMA,apartment,340000
2456,2456,February,SLIEMA,apartment,450000
2457,2457,February,SLIEMA,apartment,545000
2458,2458,February,SLIEMA,apartment,340000
2459,2459,February,SLIEMA,apartment,415000
2460,2460,February,SLIEMA,apartment,310000
2461,2461,February,SLIEMA,apartment,260000
2462,2462,February,SLIEMA,apartment,495000
2463,2463,February,SLIEMA,penthouse,1488000
2464,2464,February,SLIEMA,apartment,370000
2465,2465,February,SLIEMA,apartment,460000
2466,2466,February,SLIEMA,apartment,990000
2467,2467,February,SLIEMA,apartment,365000
2468,2468,February,SLIEMA,apartment,315000
2469,2469,February,SLIEMA,apartment,305000
2470,2470,February,SLIEMA,apartment,240000
2471,2471,February,ST JULIANS,apartment,340000
2472,2472,February,ST JULIANS,apartment,249000
2473,2473,February,ST JULIANS,apartment,270000
2474,2474,February,ST JULIANS,apartment,350000
2475,2475,February,ST JULIANS,villa,670000
2476,2476,February,ST JULIANS,apartment,275000
2477,2477,February,ST JULIANS,apartment,310000
2478,2478,February,ST JULIANS,maisonette,350000
2479,2479,February,ST JULIANS,apartment,155000
2480,2480,February,ST JULIANS,maisonette,345000
2481,2481,February,ST JULIANS,maisonette,285000
2482,2482,February,ST JULIANS,apartment,359000
2483,2483,February,ST JULIANS,apartment,255000
2484,2484,February,ST JULIANS,apartment,250000
2485,2485,February,ST JULIANS,apartment,349000
2486,2486,February,ST JULIANS,maisonette,345000
2487,2487,February,ST JULIANS,maisonette,280000
2488,2488,February,ST PAUL,apartment,239000
2489,2489,February,ST PAUL,apartment,450000
2490,2490,February,ST PAUL,apartment,130000
2491,2491,February,ST PAUL,apartment,215000
2492,2492,February,ST PAUL,apartment,240000
2493,2493,February,ST PAUL,maisonette,295000
2494,2494,February,ST PAUL,apartment,75000
2495,2495,February,ST PAUL,apartment,135000
2496,2496,February,ST PAUL,apartment,90000
2497,2497,February,ST PAUL,penthouse,185000
2498,2498,February,ST PAUL,plot,556500
2499,2499,February,ST PAUL,apartment,59000
2500,2500,February,ST PAUL,apartment,175000
2501,2501,February,ST PAUL,apartment,195000
2502,2502,February,ST PAUL,penthouse,170000
2503,2503,February,ST VENERA,maisonette,138000
2504,2504,February,ST VENERA,maisonettes,155000
2505,2505,February,ST VENERA,apartment,138000
2506,2506,February,ST VENERA,villa,165000
2507,2507,February,ST VENERA,apartment,159000
2508,2508,February,ST VENERA,apartment,180500
2509,2509,February,SWATAR,maisonette,150000
2510,2510,February,SWIEQI,apartment,265000
2511,2511,February,SWIEQI,bungalow,1500000
2512,2512,February,SWIEQI,penthouse,585000
2513,2513,February,SWIEQI,apartment,225000
2514,2514,February,SWIEQI,penthouse,365000
2515,2515,February,SWIEQI,apartment,300000
2516,2516,February,SWIEQI,apartment,295000
2517,2517,February,SWIEQI,apartment,395000
2518,2518,February,SWIEQI,penthouse,435000
2519,2519,February,SWIEQI,maisonette,325000
2520,2520,February,SWIEQI,maisonettes,310000
2521,2521,February,SWIEQI,penthouse,395000
2522,2522,February,SWIEQI,apartment,210000
2523,2523,February,TA,apartment,1875000
2524,2524,February,TAL IBRAĠ,plot,1200000
2525,2525,February,TAL IBRAĠ,apartment,295000
2526,2526,February,TAL IBRAĠ,maisonette,330000
2527,2527,February,TAL IBRAĠ,villa,1200000
2528,2528,February,TAL IBRAĠ,house of character of character,450000
2529,2529,February,TAL IBRAĠ,apartment,20000
2530,2530,February,TARXIEN,townhouse,132500
2531,2531,February,TARXIEN,character,355000
2532,2532,February,TARXIEN,character,328000
2533,2533,February,TARXIEN,maisonette,90000
2534,2534,February,TARXIEN,apartment,117000
2535,2535,February,TARXIEN,maisonette,72000
2536,2536,February,TARXIEN,house of character of character,325000
2537,2537,February,TARXIEN,apartment,122500
2538,2538,February,TARXIEN,townhouse,435000
2539,2539,February,TARXIEN,townhouse,134500
2541,2541,February,VALLETTA,apartment,85000
2542,2542,February,VICTORIA,villa,1200
2543,2543,February,VITTORIOSA,maisonette,124500
2544,2544,February,XEMXIJA,apartment,379000
2545,2545,February,XEMXIJA,penthouse,300000
2546,2546,February,XEMXIJA,maisonette,350000
2547,2547,February,XEMXIJA,apartment,169000
2548,2548,February,XEMXIJA,apartment,388000
2549,2549,February,XEMXIJA,apartment,229000
2550,2550,February,XGĦAJRA,apartment,235000
2551,2551,February,XGĦAJRA,house of character of character,349800
2552,2552,February,ŻABBAR,maisonettes,128000
2553,2553,February,ŻABBAR,maisonette,118700
2554,2554,February,ŻABBAR,apartment,107000
2555,2555,February,ŻABBAR,maisonette,161500
2556,2556,February,ŻABBAR,maisonette,110000
2557,2557,February,ŻABBAR,character,225000
2558,2558,February,ŻABBAR,apartment,88000
2559,2559,February,ŻABBAR,penthouse,127000
2560,2560,February,ŻABBAR,house of character of character,318000
2561,2561,February,ŻABBAR,apartment,90000
2562,2562,February,ŻEBBIEGĦ,apartment,190000
2563,2563,February,ŻEBBIEGĦ,penthouse,260000
2564,2564,February,ŻEBBUĠ,house of character of character,675000
2565,2565,February,ŻEBBUĠ,character,690000
2566,2566,February,ŻEBBUĠ,maisonette,185000
2567,2567,February,ŻEBBUĠ,penthouse,180000
2568,2568,February,ŻEBBUĠ,character,470000
2569,2569,February,ŻEBBUĠ,character,420000
2570,2570,February,ŻEBBUĠ,character,450000
2571,2571,February,ŻEBBUĠ,character,385000
2572,2572,February,ŻEJTUN,maisonette,239000
2573,2573,February,ŻEJTUN,apartment,110000
2574,2574,February,ŻEJTUN,maisonette,195000
2575,2575,February,ŻEJTUN,character,335000
2576,2576,February,ŻEJTUN,character,90500
2577,2577,February,ŻEJTUN,house of character of character,170000
2578,2578,February,ŻEJTUN,townhouse,318000
2579,2579,February,ŻEJTUN,apartment,175000
2580,2580,February,ŻEJTUN,apartment,176500
2581,2581,February,ŻEJTUN,townhouse,295000
2582,2582,February,ŻURRIEQ,terraced,350000
2583,2583,February,ŻURRIEQ,maisonette,185000
2584,2584,February,ŻURRIEQ,character,475000
2585,2585,February,ŻURRIEQ,house of character of character,299000
2586,2586,February,ŻURRIEQ,house of character of character,749000
2587,2587,February,ŻURRIEQ,maisonette,95000
2588,2588,February,ŻURRIEQ,apartment,135000
2589,2589,February,ŻURRIEQ,apartment,115000
2590,2590,February,GĦARGĦUR,character,780000
2591,2591,February,NAXXAR,apartment,285000
2592,2592,February,SLIEMA,penthouse,300000
2593,2593,February,ATTARD,apartment,185000
2594,2594,February,MOSTA,apartment,175000
2595,2595,February,TA,apartment,1875000
2596,2596,February,TAL IBRAĠ,villa,1200000
2597,2597,February,NAXXAR,plot,790000
2598,2598,February,RABAT,townhouse,165000
2599,2599,February,TAL IBRAĠ,apartment,295000
2600,2600,February,TAL IBRAĠ,maisonette,275000
2601,2601,February,ŻEBBUĠ,character,750000
2602,2602,February,MELLIEHA,apartment,495000
2603,2603,February,ST JULIANS,penthouse,215000
2604,2604,February,TAL IBRAĠ,villa,320000
2605,2605,February,ĦAXAQ,house of character of character,198500
2606,2606,February,G,apartment,150000
2607,2607,February,PENDERGARDENS,apartment,875000
2608,2608,February,SAN PAWL,apartment,285000
2609,2609,February,GĦARGĦUR,apartment,197000
2610,2610,February,GOZO SANNAT,farmhouse,220000
2611,2611,February,GŻIRA,apartment,165000
2612,2612,February,MANIKATA,apartment,650000
2613,2613,February,SLIEMA,apartment,180000
2614,2614,February,ST JULIANS,apartment,675000
2615,2615,February,MARSAXLOKK,penthouse,360000
2616,2616,February,PENDER,apartment,875000
2617,2617,February,SAN PAWL,apartment,285000
2618,2618,February,SLIEMA,apartment,195000
2619,2619,February,ATTARD,apartment,270000
2620,2620,February,ATTARD,maisonette,265000
2621,2621,February,ATTARD,penthouse,160000
2622,2622,February,ATTARD,maisonette,380000
2623,2623,February,ATTARD,maisonette,265000
2624,2624,February,ATTARD,maisonette,265000
2625,2625,February,ATTARD,maisonette,287000
2626,2626,February,ATTARD,penthouse,225000
2627,2627,February,ATTARD,penthouse,245000
2628,2628,February,ATTARD,penthouse,320000
2629,2629,February,ATTARD,apartment,120000
2630,2630,February,ATTARD,villa,545000
2631,2631,February,BAĦAR IĊ-ĊAGĦAQ,apartment,235000
2632,2632,February,BAĦAR IĊ-ĊAGĦAQ,apartment,185000
2633,2633,February,BAĦAR IĊ-ĊAGĦAQ,apartment,235000
2634,2634,February,BAĦAR IĊ-ĊAGĦAQ,apartment,400000
2635,2635,February,BAĦAR IĊ-ĊAGĦAQ,apartment,260000
2636,2636,February,BAĦRIJA,apartment,196000
2637,2637,February,BAĦRIJA,penthouse,191000
2638,2638,February,BALZAN,maisonette,265000
2639,2639,February,BALZAN,maisonette,265000
2640,2640,February,BALZAN,townhouse,244500
2641,2641,February,BALZAN,apartment,220000
2642,2642,February,BALZAN,maisonette,290000
2643,2643,February,BALZAN,character,460000
2644,2644,February,BALZAN,apartment,325000
2645,2645,February,BALZAN,apartment,325000
2646,2646,February,BALZAN,house of character of character,380000
2647,2647,February,BALZAN,house of character of character,395000
2648,2648,February,BALZAN,apartment,245000
2649,2649,February,BIRKIRKARA,apartment,217000
2650,2650,February,BIRKIRKARA,penthouse,185000
2651,2651,February,BIRKIRKARA,character,695000
2652,2652,February,BIRKIRKARA,house of character of character,380000
2653,2653,February,BIRKIRKARA,apartment,250000
2654,2654,February,BIRKIRKARA,apartment,100000
2655,2655,February,BIRKIRKARA,penthouse,180000
2656,2656,February,BIRKIRKARA,apartment,155000
2657,2657,February,BIRKIRKARA,maisonette,320000
2658,2658,February,BIRKIRKARA,maisonette,301000
2659,2659,February,BIRKIRKARA,apartment,155000
2660,2660,February,BIRKIRKARA,penthouse,180000
2661,2661,February,BIRKIRKARA,character,189900
2662,2662,February,BIRKIRKARA,townhouse,99000
2663,2663,February,BIRKIRKARA,townhouse,115000
2664,2664,February,BIRŻEBBUĠA,townhouse,86900
2665,2665,February,BIRŻEBBUĠA,townhouse,308000
2666,2666,February,BIRŻEBBUĠA,maisonette,273000
2667,2667,February,BIRŻEBBUĠA,maisonette,160000
2668,2668,February,BUĠIBBA,apartment,135000
2669,2669,February,BUĠIBBA,penthouse,830000
2670,2670,February,BUĠIBBA,maisonette,480000
2671,2671,February,BUĠIBBA,apartment,120000
2672,2672,February,BUĠIBBA,penthouse,210000
2673,2673,February,BUĠIBBA,maisonette,128000
2674,2674,February,BUĠIBBA,apartment,143000
2675,2675,February,BUĠIBBA,penthouse,210000
2676,2676,February,BUĠIBBA,apartment,185000
2677,2677,February,BUĠIBBA,apartment,194000
2678,2678,February,COSPICUA,maisonette,95000
2679,2679,February,COSPICUA,character,380000
2680,2680,February,DINGLI,penthouse,800000
2681,2681,February,DINGLI,store,275000
2682,2682,February,FGURA,apartment,127000
2683,2683,February,FGURA,apartment,109000
2684,2684,February,FGURA,maisonette,95600
2685,2685,February,FGURA,penthouse,153000
2686,2686,February,FGURA,apartment,105000
2687,2687,February,FGURA,apartment,96000
2688,2688,February,FGURA,apartment,75000
2689,2689,February,FGURA,apartment,92000
2690,2690,February,FGURA,house of character of character,297000
2691,2691,February,FGURA,apartment,125000
2692,2692,February,FLEUR,maisonette,175000
2693,2693,February,FLEUR,apartment,169900
2694,2694,February,GĦARGĦUR,apartment,270000
2695,2695,February,GĦARGĦUR,maisonette,305000
2696,2696,February,GĦARGĦUR,maisonette,305000
2697,2697,February,GĦARGĦUR,plot,260000
2698,2698,February,GĦARGĦUR,maisonette,345000
2699,2699,February,GĦARGĦUR,maisonette,345000
2700,2700,February,GĦARGĦUR,character,780000
2701,2701,February,GĦARGĦUR,penthouse,280000
2702,2702,February,GĦARGĦUR,apartment,234000
2703,2703,February,GĦARGĦUR,penthouse,300000
2704,2704,February,GĦAXAQ,apartment,176000
2705,2705,February,GHAXAQ,apartment,117000
2706,2706,February,GĦAXAQ,penthouse,500000
2707,2707,February,GĦAXAQ,apartment,60000
2708,2708,February,GĦAXAQ,apartment,181000
2709,2709,February,GOZO GĦAJNSIELEM,maisonette,195000
2710,2710,February,GOZO GĦAJNSIELEM,penthouse,185000
2711,2711,February,GOZO GĦAJNSIELEM,apartment,95000
2712,2712,February,GOZO GĦARB,character,495000
2713,2713,February,GOZO GĦASRI,apartment,85000
2714,2714,February,GOZO GĦASRI,farmhouse,135000
2715,2715,February,GOZO MARSALFORN,maisonette,80000
2716,2716,February,GOZO MARSALFORN,penthouse,146000
2717,2717,February,GOZO MARSALFORN,apartment,85000
2718,2718,February,GOZO MARSALFORN,apartment,99000
2719,2719,February,GOZO MARSALFORN,apartment,135000
2720,2720,February,GOZO MUNXAR,farmhouse,367000
2721,2721,February,GOZO MUNXAR,maisonette,220000
