Date_Published,Locality,Type_of_Property,Price
May,MARSASCALA,penthouse,143000
May,MARSASCALA,apartment,91000
May,MARSAXLOKK,house,250000
May,MARSAXLOKK,house,265000
May,MDINA,,59000
May,MELLIEĦA,maisonette,170000
May,MELLIEĦA,apartment,72000
May,MELLIEĦA,penthouse,220000
May,MELLIEĦA,house,395000
May,MELLIEĦA,bungalow,1300000
May,MELLIEĦA,apartment,235000
May,MELLIEĦA,,860000
May,MELLIEĦA,apartment,165000
May,MELLIEĦA,apartment,120000
May,MELLIEĦA,villa,
May,MELLIEĦA,house,240000
May,MELLIEĦA,house,395000
May,MELLIEĦA,apartment,148000
May,MELLIEĦA,apartment,122000
May,MELLIEĦA,apartment,275000
May,MELLIEĦA,house,495000
May,MĠARR,,125000
May,MĠARR,apartment,159000
May,MĠARR,plot,371000
May,MĠARR,plot,370000
May,MĠARR,penthouse,200000
May,MĠARR,maisonette,170000
May,MĠARR,maisonette,200000
May,MĠARR,penthouse,238500
May,MĠARR,apartment,185000
May,MĠARR,penthouse,190000
May,MONTEROSA,apartment,
May,MOSTA,stores,750000
May,MOSTA,maisonette,160000
May,MOSTA,house,350000
May,MOSTA,character,230000
May,MOSTA,character,320000
May,MOSTA,townhouse,
May,MOSTA,character,249000
May,MOSTA,apartment,175000
May,MOSTA,apartment,189000
May,MOSTA,Apartment,140000
May,MOSTA,house,340000
May,MOSTA,house,339000
May,MOSTA,house,340000
May,MOSTA,apartment,139000
May,MOSTA,character,265000
May,MOSTA,apartment,135000
May,MOSTA,character,210000
May,MOSTA,townhouse,340000
May,MOSTA,house,395000
May,MQABBA,penthouse,195000
May,MQABBA,character,240000
May,MSIDA,apartment,
May,MSIDA,maisonette,175000
May,MSIDA,maisonette,280000
May,MSIDA,apartment,105000
May,MSIDA,,35
May,MSIDA,penthouse,145000
May,MSIDA,,18999
May,MSIDA,penthouse,248000
May,MSIDA,apartment,90000
May,MSIDA,apartment,106000
May,MSIDA,apartment,57000
May,MSIDA,townhouse,230000
May,MSIDA,Maisonette,114000
May,MSIDA,apartment,175000
May,MTARFA,house,320000
May,NAXXAR,penthouse,153000
May,NAXXAR,apartment,148500
May,NAXXAR,maisonette,320000
May,NAXXAR,maisonette,119000
May,NAXXAR,character,680000
May,NAXXAR,maisonette,130000
May,NAXXAR,character,280000
May,NAXXAR,Townhouse,298000
May,PAOLA,apartments,87000
May,PAOLA,townhouse,132000
May,PAOLA,apartment,60500
May,PEMBROKE,maisonette,215000
May,PORTOMASO,apartment,940000
May,PORTOMASO,penthouse,
May,QAWRA,apartment,165000
May,QAWRA,apartment,110000
May,QAWRA,apartment,110000
May,QAWRA,apartment,115000
May,QAWRA,penthouse,475000
May,QAWRA,penthouse,480000
May,QAWRA,apartment,105000
May,QAWRA,maisonette,215000
May,QAWRA,apartment,100000
May,QAWRA,apartment,109000
May,QORMI,character,149000
May,QORMI,penthouse,140000
May,QORMI,maisonette,
May,QORMI,penthouse,97000
May,QRENDI,townhouse,145000
May,RABAT,character,170000
May,RABAT,villa,555000
May,RABAT,,220
May,RABAT,apartment,170000
May,RABAT,penthouse,450000
May,RABAT,house,315000
May,RABAT,apartment,143000
May,RABAT,character,145000
May,SALINA,farmhouse,750
May,SAN ĠWANN,maisonette,135000
May,SAN ĠWANN,maisonette,191000
May,SAN ĠWANN,apartment,117000
May,SAN ĠWANN,apartment,140000
May,SAN ĠWANN,apartment,165000
May,SAN ĠWANN,apartment,120000
May,SAN ĠWANN,apartments,120000
May,SAN PAWL,villa,465000
May,SAN PAWL,apartment,225000
May,SAN PAWL,villa,690000
May,SAN PAWL,maisonette,240000
May,SANTA MARIA,bungalow,595000
May,SECOND,apartment,
May,SIĠĠIEWI,townhouse,180000
May,SIĠĠIEWI,maisonette,182000
May,SIĠĠIEWI,plot,230000
May,SIĠĠIEWI,character,375000
May,SIĠĠIEWI,penthouse,130000
May,SLIEMA,,135000
May,SLIEMA,apartment,640000
May,SLIEMA,penthouse,
May,SLIEMA,apartment,250000
May,SLIEMA,apartment,300000
May,SLIEMA,apartment,107000
May,SLIEMA,apartment,256000
May,SLIEMA,,130000
May,SLIEMA,apartment,295000
May,SLIEMA,apartment,465000
May,SLIEMA,apartment,265000
May,SLIEMA,townhouse,215000
May,SLIEMA,penthouse,650000
May,SLIEMA,apartment,745000
May,SLIEMA,penthouse,265000
May,SLIEMA,penthouse,180000
May,SLIEMA,townhouse,340000
May,SLIEMA,,460000
May,SLIEMA,apartment,319000
May,SLIEMA,townhouse,440000
May,SLIEMA,apartments,315000
May,SLIEMA,,260000
May,SLIEMA,penthouse,397000
May,SLIEMA,penthouse,399000
May,SLIEMA,penthouse,
May,SLIEMA,apartment,224000
May,SLIEMA,apartment,195000
May,SLIEMA,apartment,385000
May,SLIEMA,apartment,350000
May,SLIEMA,apartment,300000
May,SLIEMA,penthouse,415000
May,SLIEMA,apartment,199950
May,ST JULIANS,apartment,185000
May,ST JULIANS,apartment,205000
May,ST JULIANS,maisonette,226000
May,ST JULIANS,villa,395000
May,ST JULIANS,apartments,
May,ST JULIANS,apartment,319000
May,ST JULIANS,apartment,225000
May,ST JULIANS,apartment,239000
May,ST JULIANS,apartment,210000
May,ST JULIANS,apartments,225000
May,ST JULIANS,apartment,225000
May,ST JULIANS,apartment,280000
May,ST JULIANS,Maisonette,220000
May,ST JULIANS,Maisonette,356000
May,ST JULIANS,apartment,410000
May,ST JULIANS,apartment,
May,ST JULIANS,apartment,225000
May,ST JULIANS,apartment,360000
May,ST JULIANS,townhouse,1500000
May,ST JULIANS,apartment,175000
May,ST PAUL,apartment,325000
May,ST PAUL,apartment,120000
May,ST PAUL,apartment,215000
May,ST PAUL,,350000
May,ST PAUL,maisonette,138000
May,ST PAUL,apartment,128000
May,ST PAUL,apartment,110000
May,ST PAUL,maisonette,59000
May,ST PAUL,apartment,109000
May,ST VENERA,apartment,110000
May,ST VENERA,maisonette,125000
May,ST VENERA,maisonette,128000
May,ST VENERA,house,255000
May,ST VENERA,Plot,275000
May,ST VENERA,house,281000
May,ST VENERA,penthouse,165000
May,SWATAR,apartment,130000
May,SWIEQI,apartments,175000
May,SWIEQI,maisonette,195000
May,SWIEQI,apartment,140000
May,SWIEQI,,
May,SWIEQI,apartment,258000
May,TA,maisonette,165000
May,TA,penthouse,180000
May,TA,apartment,295000
May,TA,,365000
May,TA,villa,1350000
May,TA,villa,
May,TA,apartment,
May,TA,apartment,85000
May,TAL IBRAĠ,bungalow,
May,TAL IBRAĠ,plot,
May,TAL IBRAĠ,apartment,310000
May,TAL IBRAĠ,apartment,299000
May,TAL IBRAĠ,apartment,197000
May,TAL IBRAĠ,apartment,198000
May,TAL IBRAĠ,maisonette,320000
May,TARXIEN,maisonette,108000
May,TARXIEN,maisonette,91000
May,TARXIEN,maisonette,139000
May,TARXIEN,apartment,90000
May,TARXIEN,penthouse,115000
May,THE,villa,695000
May,TIGNÉ,apartment,799000
May,TIGNÉ,apartment,1400000
May,TIGNÉ,apartment,
May,VALLETTA,,950000
May,VALLETTA,,180
May,VALLETTA,apartments,680000
May,VALLETTA,apartments,360000
May,VALLETTA,apartment,125000
May,VALLETTA,apartment,190000
May,VALLETTA,Maisonette,315000
May,VALLETTA,apartment,475000
May,VALLETTA,apartment,120000
May,VALLETTA,apartments,360000
May,VALLETTA,maisonette,190600
May,VITTORIOSA,house,
May,VITTORIOSA,apartment,
May,WARDIJA,villa,
May,XEMXIJA,apartment,324000
May,XEMXIJA,apartment,123000
May,XEMXIJA,apartment,360000
May,XEMXIJA,apartment,350000
May,XEMXIJA,apartments,
May,XEMXIJA,maisonette,125000
May,XEMXIJA,apartment,525000
May,ŻABBAR,Apartment,89000
May,ŻABBAR,Apartments,111800
May,ŻABBAR,Plot,165000
May,ŻABBAR,character,303000
May,ŻABBAR,maisonette,180000
May,ŻABBAR,Penthouse,89000
May,ŻABBAR,maisonette,177000
May,ŻABBAR,house,267000
May,ŻEBBUĠ,apartment,139000
May,ŻEBBUĠ,apartment,91000
May,ŻEBBUĠ,character,320000
May,ŻEBBUĠ,penthouse,164300
May,ŻEBBUĠ,house,350000
May,ŻEBBUĠ,Penthouse,136500
May,ŻEBBUĠ,villa,650000
May,ŻEBBUĠ,apartment,116000
May,ŻEBBUĠ,house,953000
May,ŻEJTUN,apartment,80000
May,ŻEJTUN,maisonette,161500
May,ŻEJTUN,Townhouse,140000
May,ŻURRIEQ,maisonette,160000
May,ŻURRIEQ,maisonette,160000
May,ŻURRIEQ,Penthouse,170000
May,ATTARD,penthouse,200000
May,BALZAN,maisonette,222100
May,GOZO MARSALFORN,apartment,115000
May,GOZO SAN,,195000
May,MELLIEĦA,house,240000
May,MSIDA,apartment,57000
May,NAXXAR,townhouse,290000
May,PORTOMASO,,750000
May,SALINA,farmhouse,750000
May,SLIEMA,apartment,650000
May,ST JULIANS,,499000
May,GOZO GĦARB,house,300000
May,GOZO MARSALFORN,,95000
May,GOZO NADUR,Apartment,110000
May,GOZO XAGĦRA,character,325000
May,GOZO XAGĦRA,apartment,225000
May,GOZO XAGĦRA,apartment,170000
June,ATTARD,,12500
June,BIRKIRKARA,penthouse,108000
June,COSPICUA,apartment,
June,FLORIANA,apartment,135000
June,GOZO NADUR,house,85000
June,GOZO SAN,house,375000
June,GOZO SANNAT,maisonette,180600
June,GOZO XLENDI,apartment,135000
June,ĦAMRUN,penthouse,250000
June,MARSASCALA,apartment,197000
June,MOSTA,apartment,159500
June,MOSTA,penthouse,106000
June,MOSTA,house,325000
June,MSIDA,penthouse,116235
June,NAXXAR,apartment,129000
June,SAN ĠWANN,,465000
June,SAN PAWL,apartment,245000
June,ST JULIANS,Bar,233000
June,ST JULIANS,apartment,250000
June,ST JULIANS,,280000
June,SWIEQI,apartment,230000
June,VALLETTA,,1700000
June,VALLETTA,Townhouse,360000
June,ŻABBAR,apartments,90000
June,BUNGALOW,BUNGALOW,550000
June,GOZO NADUR,apartment,235000
June,MARSASCALA,maisonette,130000
June,ST JULIANS,,225000
June,MOSTA,Penthouse,106000
June,ST JULIANS,apartment,
June,ATTARD,apartment,215000
June,ATTARD,maisonette,220000
June,ATTARD,Penthouse,280000
June,ATTARD,apartment,134000
June,ATTARD,house,275000
June,ATTARD,maisonette,144000
June,ATTARD,maisonette,
June,ATTARD,Maisonette,250000
June,ATTARD,villa,385000
June,ATTARD,maisonette,
June,ATTARD,villa,515000
June,ATTARD,villa,1350000
June,ATTARD,house,340000
June,ATTARD,apartment,148000
June,BAĦAR IĊ-ĊAGĦAQ,apartment,225000
June,BALLUTA,penthouse,
June,BALZAN,maisonette,184000
June,BALZAN,maisonette,280000
June,BALZAN,maisonette,222100
June,BALZAN,maisonette,205000
June,BALZAN,apartments,145000
June,BALZAN,apartment,90000
June,BALZAN,townhouse,495000
June,BALZAN,maisonette,205000
June,BALZAN,apartment,79000
June,BIDNIJA,bungalow,630000
June,BIRKIRKARA,apartment,119000
June,BIRKIRKARA,penthouse,132000
June,BIRKIRKARA,maisonette,179000
June,BIRKIRKARA,Maisonette,158000
June,BIRKIRKARA,apartment,135000
June,BIRKIRKARA,Apartment,135000
June,BIRKIRKARA,maisonette,195000
June,BIRKIRKARA,apartment,165000
June,BIRKIRKARA,Maisonette,125000
June,BIRKIRKARA,apartments,140000
June,BIRKIRKARA,house,266000
June,BIRKIRKARA,Plot,305000
June,BIRKIRKARA,maisonette,85000
June,BIRKIRKARA,penthouse,108000
June,BIRŻEBBUĠA,apartment,58000
June,BIRŻEBBUĠA,maisonette,93000
June,BIRŻEBBUĠA,house,318900
June,BIRŻEBBUĠA,penthouse,205000
June,BLATA L,penthouse,110000
June,BUĠIBBA,penthouse,175000
June,BUĠIBBA,apartment,92000
June,BUĠIBBA,apartments,110000
June,BUĠIBBA,maisonette,90000
June,BUĠIBBA,Restaurant,
June,BUĠIBBA,flat,350000
June,BURMARRAD,maisonette,
June,BURMARRAD,penthouse,99000
June,BURMARRAD,Penthouse,220000
June,COSPICUA,townhouse,160000
June,COSPICUA,Maisonette,75000
June,COSPICUA,townhouse,80000
June,COSPICUA,Townhouse,80000
June,DINGLI,apartment,160000
June,DINGLI,farmhouse,785000
June,DINGLI,penthouse,136000
June,DINGLI,townhouse,247000
June,FGURA,penthouse,120000
June,FGURA,maisonette,155000
June,FGURA,apartments,90000
June,FGURA,Apartment,70000
June,FGURA,Apartment,85000
June,FGURA,maisonette,169000
June,FGURA,plot,325000
June,FGURA,shop,185000
June,FGURA,maisonette,136000
June,FGURA,flat,108000
June,FGURA,Maisonette,160000
June,FGURA,Maisonette,110000
June,FGURA,apartments,60000
June,FGURA,,80000
June,FGURA,apartment,105000
June,FGURA,penthouse,151000
June,FGURA,maisonette,127500
June,GĦARGĦUR,plot,820000
June,GĦARGĦUR,Bungalow,520000
June,GĦAXAQ,apartment,115000
June,GĦAXAQ,farmhouse,995000
June,GOZO GĦAJNSIELEM,house,125000
June,GOZO MARSALFORN,penthouse,220000
June,GOZO MARSALFORN,apartment,115000
June,GOZO MUNXAR,penthouse,143000
June,GOZO QALA,house,240000
June,GOZO QALA,house,330000
June,GOZO SAN,,195000
June,GOZO SAN,plot,133000
June,GOZO VICTORIA,townhouse,138000
June,GOZO VICTORIA,apartment,204000
June,GOZO VICTORIA,Plot,175000
June,GOZO ŻEBBUĠ,apartment,169000
June,GOZO ŻEBBUĠ,apartment,148000
June,GOZO Shell,penthouse,100000
June,GOZO Spacious,apartment,89000
June,GUARDAMANGIA,apartment,106000
June,GUARDAMANGIA,apartments,250000
June,GUARDAMANGIA,maisonette,125000
June,GUDJA,apartments,88000
June,GUDJA,Apartments,104000
June,GUDJA,Bungalow,543000
June,GUDJA,character,135000
June,GUDJA,maisonette,110000
June,GŻIRA,Penthouse,160000
June,GŻIRA,penthouse,148000
June,GŻIRA,apartment,99000
June,GŻIRA,apartment,185000
June,GŻIRA,apartment,195000
June,GŻIRA,maisonette,
June,GŻIRA,apartment,175000
June,GŻIRA,apartment,129000
June,GŻIRA,maisonette,230000
June,ĦAMRUN,townhouse,
June,ĦAMRUN,apartment,95000
June,ĦAMRUN,penthouse,85000
June,ĦAMRUN,penthouse,148000
June,ĦAMRUN,apartment,136000
June,HIGH,maisonette,368000
June,HIGH,villa,1200000
June,IKLIN,Bungalow,1250000
June,IKLIN,Shop,95000
June,IKLIN,maisonette,205000
June,IKLIN,apartment,185000
June,KALKARA,house,242000
June,KALKARA,house,150000
June,KAPPARA,villa,
June,KAPPARA,villa,550000
June,KAPPARA,,495000
June,KIRKOP,Penthouse,99000
June,LIJA,maisonette,
June,LIJA,apartment,172000
June,LIJA,apartment,190000
June,LIJA,villa,900000
June,MADLIENA,bungalow,
June,MADLIENA,,
June,MADLIENA,maisonette,340000
June,MADLIENA,villa,795000
June,MADLIENA,villa,790000
June,MADLIENA,villa,790000
June,MADLIENA,bungalow,950000
June,MADLIENA,villa,920000
June,MADLIENA,maisonette,372000
June,MADLIENA,villa,
June,MANIKATA,farmhouse,430000
June,MANIKATA,penthouse,168000
June,MANIKATA,maisonette,168000
June,MANIKATA,house,320000
June,MARSASCALA,,
June,MARSASCALA,apartment,120000
June,MARSASCALA,house,276500
June,MARSASCALA,apartment,135000
June,MARSASCALA,Apartment,193000
June,MARSASCALA,apartment,105000
June,MARSASCALA,apartment,140000
June,MARSASCALA,maisonette,110000
June,MARSASCALA,maisonette,106000
June,MARSASCALA,apartment,62000
June,MARSASCALA,maisonette,130000
June,MARSASCALA,apartment,124000
June,MARSASCALA,apartment,123700
June,MARSASCALA,maisonette,165000
June,MARSASCALA,penthouse,296500
June,MARSASCALA,Maisonette,110000
June,MARSASCALA,Maisonette,150000
June,MARSASCALA,penthouse,146000
June,MARSASCALA,apartment,68000
June,MARSASCALA,Penthouse,180000
June,MARSASCALA,apartment,65000
June,MARSAXLOKK,apartments,
June,MARSAXLOKK,house,289000
June,MDINA,Restaurant,48
June,MELLIEĦA,apartment,230000
June,MELLIEĦA,maisonette,170000
June,MELLIEĦA,plot,1175000
June,MELLIEĦA,,185000
June,MELLIEĦA,bungalow,1300000
June,MELLIEĦA,maisonette,215000
June,MELLIEĦA,,235000
June,MELLIEĦA,apartments,
June,MELLIEĦA,apartment,145000
June,MELLIEĦA,apartment,120000
June,MELLIEĦA,apartment,185000
June,MELLIEĦA,,860000
June,MELLIEĦA,house,240000
June,MELLIEĦA,apartment,122000
June,MELLIEĦA,house,495000
June,MELLIEĦA,apartment,198000
June,MĠARR,penthouse,198000
June,MĠARR,maisonette,170000
June,MĠARR,maisonette,200000
June,MĠARR,penthouse,238500
June,MĠARR,maisonette,185000
June,MĠARR,apartments,120000
June,MĠARR,Penthouse,190000
June,MĠARR,house,370000
June,MĠARR,apartment,118000
June,MĠARR,character,547000
June,MISTRA VILLAGE,,
June,MIŻIEB,farmhouse,740000
June,MOSTA,apartment,159500
June,MOSTA,townhouse,
June,MOSTA,character,345000
June,MOSTA,,160000
June,MOSTA,apartment,190000
June,MOSTA,penthouse,185000
June,MOSTA,maisonette,215000
June,MOSTA,character,249000
June,MOSTA,maisonettes,140000
June,MOSTA,apartment,158000
June,MOSTA,Penthouse,225000
June,MOSTA,Penthouse,106000
June,MOSTA,apartment,174000
June,MOSTA,apartment,154000
June,MOSTA,house,329000
June,MOSTA,penthouse,220000
June,MQABBA,character,
June,MQABBA,Townhouse,134000
June,MQABBA,character,240000
June,MRIEĦEL,,320000
June,MSIDA,shop,
June,MSIDA,apartment,100000
June,MSIDA,Apartment,102000
June,MSIDA,penthouse,185000
June,MSIDA,,100000
June,MSIDA,apartment,99000
June,MSIDA,apartment,126000
June,MSIDA,apartment,106000
June,MSIDA,penthouse,139000
June,MSIDA,apartments,105000
June,MSIDA,penthouse,248000
June,MSIDA,penthouse,142000
June,MSIDA,apartment,170000
June,MSIDA,apartments,115000
June,MSIDA,apartment,90000
June,NAXXAR,character,255000
June,NAXXAR,character,255000
June,NAXXAR,terraced,
June,NAXXAR,penthouse,153000
June,NAXXAR,maisonette,225000
June,NAXXAR,penthouse,165000
June,PACEVILLE,apartments,
June,PAOLA,townhouse,140000
June,PAOLA,apartments,101000
June,PAOLA,penthouse,85000
June,PAOLA,Shop,230000
June,PEMBROKE,villa,
June,PORTOMASO,,750000
June,PWALES,apartment,108000
June,QAJJENZA,maisonette,149000
June,QAWRA,penthouse,242000
June,QAWRA,apartment,125000
June,QAWRA,apartment,175000
June,QAWRA,apartment,125000
June,QAWRA,apartment,120000
June,QAWRA,apartment,110000
June,QAWRA,apartment,110000
June,QAWRA,,
June,QAWRA,apartment,115000
June,QAWRA,apartment,140000
June,QAWRA,maisonette,220000
June,QAWRA,apartment,85000
June,QAWRA,,120000
June,QORMI,penthouse,140000
June,QORMI,maisonette,138000
June,QORMI,apartment,140000
June,QUI,,425000
June,RABAT,apartment,155000
June,RABAT,maisonette,212000
June,RABAT,,
June,RABAT,character,950000
June,RABAT,apartment,120000
June,RABAT,Townhouse,
June,SALINA,farmhouse,675000
June,SAN PAWL,,189000
June,SAN PAWL,Bungalow,
June,SAN PAWL,villa,475000
June,SAN PAWL,apartment,225000
June,SAN PAWL,maisonette,198500
June,SANTA LUĊIJA,house,260000
June,SANTA MARIJA,bungalow,
June,SENGLEA,townhouse,128000
June,SIĠĠIEWI,apartment,164000
June,SIĠĠIEWI,maisonette,255000
June,SIĠĠIEWI,store,375000
June,SIĠĠIEWI,character,350000
June,SIĠĠIEWI,Penthouse,85000
June,SLIEMA,apartment,300000
June,SLIEMA,apartment,250000
June,SLIEMA,townhouse,430000
June,SLIEMA,flat,400000
June,SLIEMA,apartment,250000
June,SLIEMA,Apartment,370000
June,SLIEMA,townhouse,215000
June,SLIEMA,Apartment,
June,SLIEMA,penthouse,650000
June,SLIEMA,apartment,360000
June,SLIEMA,,98000
June,SLIEMA,apartment,250000
June,SLIEMA,,460000
June,SLIEMA,apartment,750000
June,SLIEMA,penthouse,415000
June,SLIEMA,apartment,662000
June,SLIEMA,,260000
June,SLIEMA,apartment,265000
June,SLIEMA,apartment,270000
June,SLIEMA,Penthouse,299000
June,SLIEMA,apartments,400000
June,SLIEMA,penthouse,1395000
June,SLIEMA,penthouse,980000
June,SLIEMA,apartment,250000
June,SLIEMA,apartment,285000
June,SLIEMA,apartment,200000
June,ST ANDREWS,apartment,293000
June,ST JULIANS,apartment,278000
June,ST JULIANS,apartment,265000
June,ST JULIANS,Penthouse,385000
June,ST JULIANS,villa,425000
June,ST JULIANS,penthouse,430000
June,ST JULIANS,apartment,319000
June,ST JULIANS,Apartment,350000
June,ST JULIANS,Apartment,170000
June,ST JULIANS,apartment,205000
June,ST JULIANS,apartment,229000
June,ST JULIANS,apartment,350000
June,ST JULIANS,apartment,275000
June,ST JULIANS,penthouse,360000
June,ST JULIANS,Maisonette,356000
June,ST JULIANS,apartment,225000
June,ST JULIANS,apartment,259000
June,ST JULIANS,apartments,229000
June,ST JULIANS,Penthouse,350000
June,ST JULIANS,Penthouse,270000
June,ST JULIANS,apartment,410000
June,ST JULIANS,bungalow,
June,ST JULIANS,apartment,225000
June,ST JULIANS,apartment,185000
June,ST JULIANS,,205000
June,ST JULIANS,townhouse,1500000
June,ST JULIANS,apartment,175000
June,ST JULIANS,apartment,360000
June,ST PAUL,penthouse,300000
June,ST PAUL,apartment,215000
June,ST PAUL,Apartments,122000
June,ST PAUL,penthouse,345000
June,ST PAUL,apartment,75000
June,ST PAUL,penthouse,280000
June,ST PAUL,Maisonette,138000
June,ST PAUL,Penthouse,200000
June,ST PAUL,apartment,116000
June,ST PAUL,maisonette,215000
June,ST PAUL,apartment,106000
June,ST VENERA,apartment,110000
June,ST VENERA,maisonette,189000
June,ST VENERA,apartment,175000
June,ST VENERA,house,255000
June,ST VENERA,apartment,115000
June,ST VENERA,plot,275000
June,ST VENERA,penthouse,165000
June,SWATAR,apartment,
June,SWATAR,Apartment,140000
June,SWATAR,apartment,650
June,SWATAR,apartments,92500
June,SWATAR,apartment,129000
June,SWIEQI,apartment,280000
June,SWIEQI,apartment,185000
June,SWIEQI,house,350000
June,SWIEQI,apartment,185000
June,SWIEQI,apartment,235000
June,SWIEQI,penthouse,239000
June,SWIEQI,penthouse,280000
June,SWIEQI,apartment,195000
June,SWIEQI,house,350000
June,TA,apartment,170000
June,TA,villa,850000
June,TA,apartment,850000
June,TA,apartment,85000
June,TAL IBRAĠ,villa,550000
June,TAL IBRAĠ,apartment,310000
June,TAL IBRAĠ,maisonette,320000
June,TAL IBRAĠ,apartment,
June,TAL IBRAĠ,apartment,198000
